Topic,Bloom’s Taxonomy,Difficulty,Question
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Evaluate,Medium,"2. **Question**: You have been tasked with optimizing a program that writes large amounts of binary data to a file. Compare and contrast the use of `fwrite()` and `putw()` in terms of performance and efficiency. In what situations would one be preferred over the other, particularly concerning data integrity and speed of access?"
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Evaluate,Medium,"3. **Question**: Analyze the differences between sequential and random access file handling in C. When implementing a text-based file system, evaluate how choosing one method over the other could affect the overall performance and usability of the file operations in a real-world application."
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Evaluate,Medium,4. **Question**: Consider a situation where your program needs to handle multiple file operations simultaneously. Evaluate the implications of using `feof()` to check for the end of a file versus directly checking the return value of read functions like `fgets()`. What are the possible pitfalls of relying solely on `feof()`?
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Evaluate,Medium,5. **Question**: Imagine you are developing a file management utility in C that allows users to rename and delete files. Evaluate the impact of error handling functions like `clearerr()` and `perror()` on the user experience. How could the presence or absence of robust error handling affect the reliability and safety of file operations in your utility?
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Create,Medium,"Here are five unique questions based on the topic ""Unit III: Files in C"" that align with the ""Create"" level of Bloom's Taxonomy at a medium difficulty level:"
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Create,Medium,"1. **Design a File Management System:** Create a simple C program that manages a list of student records. The program should allow users to add, view, update, and delete student records stored in a text file. Discuss how you would implement file handling functions such as `fprintf()`, `fscanf()`, and file opening/closing operations to achieve this."
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Create,Medium,"2. **Implement Random Access:** Write a C program that demonstrates random access to a binary file. Your program should include functions for writing multiple records to the file, jumping to a specific record using `fseek()`, and displaying the record using `fread()`. How would you handle file pointer positions, and what considerations would you take into account for error handling?"
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Create,Medium,3. **Error Handling Strategy:** Construct a C function that opens a file in a specified mode and implements robust error handling using `perror()` and `clearerr()`. Give an example where this function could be used to handle various scenarios that might lead to file operation failures. What strategies would ensure the program continues running smoothly even when errors occur?
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Create,Medium,"4. **Convert Text to Binary:** Develop a program that reads data from a text file containing numerical values (one per line), converts them into a binary format, and saves them to a new binary file. Explain how you would use functions like `fgets()` for reading and `fwrite()` for writing, and discuss the advantages and challenges of binary files compared to text files."
"Unit III: Files in C 

Introduction – Streams in C, Types of Files.

Files in C – Declaration of File pointer, Opening a File, Closing a file
(fopen(), fclose()), Various modes to open the file.

File  functions  for  Reading  data  from  files  –  fscanf(),  getw(), fgets(), fgetc(), fread()

File functions for writing data to files- fprintf(), putw(), fputs(), fputc(), fwrite()

Detecting the end of the file – what is EOF and feof() function

Types of the files – Binary and Text files.

Types of access to the file – Sequential and Random access, Difference between both, how to read and write data in both the cases, for random access (fseek(), ftell(), rewind(), fgetpos(), fsetpos())

Error handling during File operations – clearer(), Perror()

Files  of  records  –  Working  with  files  of  records  (fread()  and fwrite()).

Other functions – Renaming a file, Removing a file, Command line
Arguments.",Create,Medium,"5. **Implement a Rename and Delete Functionality:** Create a C program that takes a filename as input and provides options to rename and delete the file. Discuss how you would leverage the standard file handling functions like `rename()` and `remove()`, and how you would handle potential errors, such as file not found or permission issues. What checks would you include before performing the operations to ensure they are successful?"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,"Here are five unique questions for the topic ""Unit IV: Advanced C concept – Bitwise operators and Pre-processor directives"" based on Bloom’s Taxonomy level ""Remember"" and difficulty ""Medium"":"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,1. **What are the primary bitwise operators in C and how does each operator function?**
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,"(This question prompts recall of the main bitwise operators such as AND, OR, NOT, XOR, and left/right shifts.)"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,2. **Describe the purpose of the #define pre-processor directive in C and provide a simple example of its usage.**
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,(This question requires remembering the function of the #define directive and illustrating it with an example.)
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,3. **Explain the difference between the #include and #define pre-processor directives in C.**
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,(This question seeks a recall of the distinct roles these two directives play in a C program.)
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,"4. **What is the function of the bitwise NOT operator (~) in C, and how would it affect the binary representation of the integer 5?**"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,(This question invites the recall of the bitwise NOT operation and requires a specific example using the integer 5.)
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,5. **List and briefly explain three types of pre-processor directives used in C programming.**
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Remember,Medium,"(This question requires memorization of different types of pre-processor directives, such as #include, #define, and conditional directives.)"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Understand,Medium,"Here are five unique questions related to the topic ""Unit IV: Advanced C Concept – Bitwise Operators and Pre-processor Directives,"" designed to align with Bloom's Taxonomy level ""Understand"" and categorized as medium difficulty:"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Understand,Medium,"1. **Explain the function of each bitwise operator in C (AND, OR, Exclusive OR, NOT, and shift operators) and provide a simple example for each to demonstrate how they manipulate binary numbers.**"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Understand,Medium,2. **Describe the use and purpose of pre-processor directives in C. How do the directives #define and #include differ from one another in terms of functionality and usage?**
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Understand,Medium,3. **What are conditional directives in C? Provide an example of how you might use a conditional directive to include or exclude parts of code based on specific conditions.**
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Understand,Medium,"4. **In the context of C programming, explain what type qualifiers are and how they can be used to control the properties of variables. Include examples of commonly used type qualifiers.**"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Understand,Medium,5. **Discuss the purpose of predefined identifiers in C. Illustrate how predefined identifiers such as __DATE__ or __TIME__ can be utilized within a program to provide contextual information.**
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,"Here are five unique questions that encourage the application of knowledge related to ""Unit IV: Advanced C concept – Bitwise operators and Pre-processor directives,"" suitable for a medium difficulty level:"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,1. **Question 1:** Write a C function that takes two integer arguments and uses bitwise operators to compute their greatest common divisor (GCD). Explain how bitwise operations contribute to the efficiency of your solution.
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,"2. **Question 2:** Given the following C code snippet, identify and explain the effect of each bitwise operator used in the expressions. Then, demonstrate how modifying the operator (such as changing a bitwise AND to a bitwise OR) affects the output of the program."
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,```c
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,int x = 5; // 0101 in binary
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,int y = 3; // 0011 in binary
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,int result1 = x & y; // Bitwise AND
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,int result2 = x | y; // Bitwise OR
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,int result3 = x ^ y; // Bitwise XOR
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,```
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,"3. **Question 3:** Write a C program that utilizes pre-processor directives to define a constant for pi and conditionally compile a part of the code that calculates the area of a circle based on whether a specific macro (e.g., CALCULATE_AREA) is defined. Provide a brief explanation of how pre-processor directives influence the compilation process."
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,4. **Question 4:** Develop a C function that utilizes variable length arguments to compute the average of a varying number of integer inputs. Showcase how the implementation of this function can be adapted using pre-processor directives to customize the data type or format of the input parameters.
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Apply,Medium,5. **Question 5:** Create a C program that implements a simple logging system using pre-processor directives. Use conditional directives to enable or disable logging based on whether a debug mode is compiled. Explain how your approach uses different pre-processor directives and the impact they have on the code execution.
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Analyze,Medium,"Here are five unique questions that align with the ""Analyze"" level of Bloom's Taxonomy, focusing on Advanced C concepts, specifically Bitwise Operators and Pre-processor Directives. Each question is designed to have medium difficulty."
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Analyze,Medium,1. **Compare and Contrast**: Analyze the effects of using the bitwise AND operator (`&`) versus the bitwise OR operator (`|`) on a set of two integers. What will be the results of applying both operators on the integers 6 and 3 in binary form? Provide a step-by-step breakdown of the operations.
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Analyze,Medium,2. **Evaluate Use Cases**: Consider a scenario where you need to toggle specific bits of a byte representing a flag. Analyze how the bitwise XOR operator (`^`) can be utilized for this purpose. Provide an example of an 8-bit byte before and after toggling specific bits using this operator.
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Analyze,Medium,"3. **Conditional Compilation**: Given the various types of pre-processor directives, analyze how the use of `#ifdef`, `#ifndef`, and `#endif` can help manage code compilation based on certain conditions, especially in multi-platform development. Illustrate your explanation with a practical example where these directives would be useful."
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Analyze,Medium,"4. **Pre-processor Efficiency**: Analyze the advantages and potential drawbacks of using `#define` directives compared to declaring constants using `const` or `enum`. In what scenarios would one be preferred over the other, and how could that affect code readability and maintainability?"
"Unit IV: Advanced  C  concept  –  Bitwise  operators  and  Pre-processor directives.
Bitwise Operators – Introduction, Bitwise operators (bitwise and,
bitwise or, bitwise Exclusive or, bitwise not, bitwise shift operator). Pre-processor  Directives–  Types  of  pre-processor  directives,  # define,  #include,  #un  def,  #line,  pragma  directives,  Conditional directives,  Predefined  identifiers,  Type  Qualifiers,  variable  length arguments.",Analyze,Medium,"5. **Bitwise Shift Operations**: Given a 16-bit integer value (e.g., `0b0110 1001 1010 1110`), analyze the outcome after applying the left shift operator (`<<`) and right shift operator (`>>`) with a shift count of 2. What are the implications of these operations on the binary representation of the original number, and how do they affect the integer value?"
